type, client, tx, amount
deposit, 33, 710, 753.7247
deposit, 31, 711, 522.7469
resolve, 6, 17,
withdrawal, 23, 712, 1559.4518
deposit, 14, 713, 2605.5742
withdrawal, 7, 714, 2190.8297
deposit, 21, 715, 335.8718
dispute, 46, 74,
deposit, 44, 716, 4000.2506
deposit, 48, 717, 1219.5648
deposit, 11, 718, 1654.9483
deposit, 30, 719, 1159.2778
withdrawal, 12, 720, 931.9347
withdrawal, 26, 721, 145.9615
deposit, 13, 722, 2247.8751
deposit, 1, 723, 3523.6781
dispute, 49, 645,
withdrawal, 7, 724, 3997.5118
withdrawal, 24, 725, 1629.9246
withdrawal, 17, 726, 3353.5072
deposit, 41, 727, 1567.0206
deposit, 26, 728, 2935.0236
dispute, 30, 315,
withdrawal, 40, 729, 2950.8419
deposit, 21, 730, 589.3084
deposit, 12, 731, 1866.5304
deposit, 25, 732, 2091.1956
withdrawal, 25, 733, 2115.1940
withdrawal, 35, 734, 3467.1647
withdrawal, 12, 735, 2774.5629
dispute, 9, 603,
deposit, 4, 736, 4327.6112
dispute, 32, 483,
deposit, 33, 737, 3265.3488
dispute, 32, 376,
deposit, 11, 738, 413.3532
deposit, 49, 739, 1102.6476
deposit, 15, 740, 2688.0431
dispute, 30, 518,
withdrawal, 36, 741, 2554.0299
dispute, 18, 194,
deposit, 35, 742, 4113.0547
deposit, 47, 743, 2206.8330
dispute, 28, 188,
deposit, 20, 744, 4374.0492
dispute, 17, 198,
deposit, 8, 745, 3878.1583
deposit, 48, 746, 2939.6195
deposit, 46, 747, 3051.3091
deposit, 40, 748, 696.1749
withdrawal, 14, 749, 4027.2025
withdrawal, 35, 750, 1405.4252
deposit, 21, 751, 4895.0008
dispute, 37, 668,
dispute, 7, 189,
dispute, 4, 170,
deposit, 45, 752, 4330.3940
deposit, 46, 753, 1610.4836
deposit, 44, 754, 1963.5038
deposit, 41, 755, 1343.5858
dispute, 29, 137,
deposit, 26, 756, 2578.0674
withdrawal, 24, 757, 2273.4783
dispute, 38, 558,
withdrawal, 6, 758, 3654.6597
dispute, 43, 485,
deposit, 26, 759, 1089.1498
deposit, 14, 760, 2473.5748
withdrawal, 19, 761, 1688.7758
dispute, 37, 708,
deposit, 49, 762, 242.0464
resolve, 30, 158,
deposit, 29, 763, 2282.5907
withdrawal, 28, 764, 1011.5911
deposit, 9, 765, 4410.7388
deposit, 18, 766, 466.7000
resolve, 6, 79,
deposit, 4, 767, 1981.7079
deposit, 45, 768, 3776.1608
deposit, 6, 769, 3518.4902
withdrawal, 31, 770, 389.6937
deposit, 34, 771, 3399.9137
deposit, 45, 772, 1717.8708
withdrawal, 28, 773, 3470.1550
withdrawal, 15, 774, 1915.3497
deposit, 7, 775, 516.0078
dispute, 20, 222,
deposit, 42, 776, 4964.7008
withdrawal, 34, 777, 2816.4561
withdrawal, 11, 778, 2200.4972
resolve, 41, 366,
deposit, 14, 779, 433.4403
withdrawal, 49, 780, 615.7862
deposit, 23, 781, 4816.2436
withdrawal, 9, 782, 1238.9320
withdrawal, 16, 783, 2766.9832
resolve, 39, 46,
deposit, 43, 784, 4379.1360
withdrawal, 39, 785, 2547.6129
dispute, 19, 304,
deposit, 32, 786, 1929.4279
withdrawal, 41, 787, 2969.6489
deposit, 1, 788, 4934.4127
dispute, 9, 477,
deposit, 24, 789, 2731.7812
dispute, 31, 261,
deposit, 38, 790, 337.6629
resolve, 3, 122,
withdrawal, 33, 791, 1432.4391
withdrawal, 50, 792, 2077.1600
withdrawal, 6, 793, 3202.6865
deposit, 10, 794, 1387.3388
deposit, 33, 795, 4604.6243
deposit, 10, 796, 2681.9509
withdrawal, 41, 797, 3816.1207
withdrawal, 42, 798, 330.5755
deposit, 47, 799, 4767.1399
deposit, 16, 800, 431.0641
deposit, 30, 801, 3061.4840
withdrawal, 43, 802, 3708.4676
deposit, 8, 803, 63.3250
deposit, 1, 804, 819.1632
dispute, 34, 422,
withdrawal, 11, 805, 1859.3472
deposit, 18, 806, 3664.6792
deposit, 2, 807, 1675.0552
withdrawal, 34, 808, 319.3600
withdrawal, 37, 809, 3137.6642
withdrawal, 33, 810, 1800.6195
deposit, 37, 811, 834.4070
withdrawal, 50, 812, 514.5247
withdrawal, 47, 813, 576.6681
dispute, 1, 135,
deposit, 3, 814, 2358.8230
deposit, 10, 815, 894.8048
resolve, 3, 26,
deposit, 15, 816, 1609.0101
dispute, 47, 743,
withdrawal, 24, 817, 597.0047
dispute, 4, 64,
withdrawal, 26, 818, 344.6323
deposit, 19, 819, 3867.6374
deposit, 6, 820, 2765.4570
dispute, 13, 393,
deposit, 30, 821, 1841.3682
withdrawal, 50, 822, 3879.4298
deposit, 35, 823, 3802.4111
deposit, 1, 824, 4661.9877
dispute, 35, 6,
withdrawal, 22, 825, 7.3103
deposit, 48, 826, 3636.0752
deposit, 34, 827, 4915.5787
deposit, 4, 828, 4862.7962
resolve, 18, 194,
withdrawal, 45, 829, 4477.8897
deposit, 48, 830, 424.5122
deposit, 9, 831, 3186.0784
deposit, 38, 832, 2839.1037
deposit, 9, 833, 1183.8588
deposit, 21, 834, 4630.2098
withdrawal, 48, 835, 1631.2579
deposit, 15, 836, 373.4373
deposit, 50, 837, 3850.7331
withdrawal, 7, 838, 821.8750
deposit, 27, 839, 603.6838
deposit, 50, 840, 1038.1812
deposit, 17, 841, 4262.4109
withdrawal, 44, 842, 1521.0750
dispute, 39, 474,
deposit, 10, 843, 456.0646
deposit, 23, 844, 1981.2224
deposit, 20, 845, 1300.8340
dispute, 2, 517,
deposit, 48, 846, 2750.6045
deposit, 7, 847, 4019.4838
dispute, 1, 364,
deposit, 9, 848, 990.6653
withdrawal, 44, 849, 3151.4878
resolve, 38, 558,
deposit, 2, 850, 4985.8071
deposit, 42, 851, 2217.1567
resolve, 22, 118,
deposit, 11, 852, 4620.6586
deposit, 47, 853, 1974.9935
deposit, 44, 854, 2133.3201
deposit, 12, 855, 1374.9089
withdrawal, 10, 856, 173.2473
withdrawal, 16, 857, 3236.3920
deposit, 36, 858, 2395.1547
deposit, 25, 859, 686.1802
deposit, 34, 860, 1245.7389
deposit, 35, 861, 3974.2312
withdrawal, 46, 862, 1795.5606
withdrawal, 32, 863, 1720.1707
deposit, 21, 864, 1941.9064
deposit, 21, 865, 2985.5818
dispute, 50, 495,
withdrawal, 34, 866, 1787.1645
deposit, 15, 867, 4869.8993
withdrawal, 43, 868, 1205.7641
deposit, 48, 869, 279.5434
deposit, 15, 870, 2878.4606
dispute, 25, 133,
deposit, 12, 871, 1182.7557
deposit, 48, 872, 3488.1328
deposit, 2, 873, 3517.2644
withdrawal, 37, 874, 2818.0325
dispute, 13, 430,
withdrawal, 35, 875, 1545.2654
withdrawal, 6, 876, 280.8400
deposit, 2, 877, 2632.2426
deposit, 40, 878, 1007.3220
dispute, 46, 591,
withdrawal, 4, 879, 109.5646
dispute, 10, 843,
deposit, 24, 880, 4802.7938
deposit, 43, 881, 1977.9779
deposit, 20, 882, 1613.0161
dispute, 47, 627,
withdrawal, 42, 883, 1586.4170
resolve, 36, 151,
dispute, 15, 816,
deposit, 20, 884, 3669.9749
resolve, 12, 114,
deposit, 50, 885, 4825.9197
dispute, 39, 416,
deposit, 41, 886, 2827.7513
deposit, 10, 887, 1655.8422
deposit, 23, 888, 4911.8983
withdrawal, 6, 889, 4108.3090
deposit, 47, 890, 4433.2676
withdrawal, 17, 891, 1048.4215
deposit, 23, 892, 1283.2898
deposit, 1, 893, 240.7374
resolve, 27, 316,
deposit, 25, 894, 1756.1559
withdrawal, 31, 895, 3943.6500
deposit, 49, 896, 3435.8021
deposit, 5, 897, 3995.9728
resolve, 2, 236,
deposit, 22, 898, 850.5261
resolve, 47, 123,
withdrawal, 22, 899, 2970.1528
deposit, 31, 900, 3522.5233
resolve, 42, 146,
deposit, 4, 901, 506.2891
withdrawal, 13, 902, 2046.3994
withdrawal, 47, 903, 2700.6272
deposit, 20, 904, 1187.7415
withdrawal, 37, 905, 2748.3132
deposit, 4, 906, 1804.1447
withdrawal, 19, 907, 4119.4866
deposit, 31, 908, 998.3741
deposit, 11, 909, 3190.9533
deposit, 31, 910, 4218.8454
deposit, 26, 911, 2354.7223
withdrawal, 17, 912, 455.6845
deposit, 12, 913, 1855.1027
deposit, 12, 914, 2228.8764
dispute, 30, 719,
withdrawal, 4, 915, 755.6535
deposit, 7, 916, 428.5367
dispute, 35, 266,
deposit, 36, 917, 304.9188
withdrawal, 34, 918, 2093.1604
deposit, 31, 919, 2863.5715
resolve, 20, 222,
withdrawal, 33, 920, 2856.0997
withdrawal, 37, 921, 3387.6745
deposit, 8, 922, 4746.2741
dispute, 11, 256,
deposit, 3, 923, 2116.8746
dispute, 28, 230,
resolve, 39, 52,
deposit, 6, 924, 1940.4958
withdrawal, 21, 925, 4283.1209
withdrawal, 1, 926, 3932.7532
deposit, 34, 927, 3908.4283
withdrawal, 10, 928, 740.9988
deposit, 49, 929, 4824.1583
deposit, 7, 930, 2813.4188
resolve, 19, 468,
withdrawal, 17, 931, 1915.2174
deposit, 39, 932, 2365.2331
withdrawal, 26, 933, 719.2634
deposit, 45, 934, 2008.5996
deposit, 22, 935, 3452.5688
resolve, 31, 138,
deposit, 22, 936, 4086.9296
dispute, 18, 102,
deposit, 15, 937, 671.9277
deposit, 29, 938, 3870.1545
withdrawal, 47, 939, 2083.8637
resolve, 13, 430,
withdrawal, 48, 940, 2422.3017
withdrawal, 24, 941, 4105.0870
withdrawal, 11, 942, 328.0849
dispute, 26, 756,
dispute, 2, 418,
withdrawal, 4, 943, 1247.4514
deposit, 24, 944, 3523.1698
withdrawal, 30, 945, 2525.6319
deposit, 8, 946, 3405.8718
deposit, 32, 947, 2970.2180
deposit, 31, 948, 2934.4013
deposit, 11, 949, 4188.2689
deposit, 45, 950, 451.9597
withdrawal, 4, 951, 814.5371
withdrawal, 14, 952, 4285.5560
withdrawal, 44, 953, 1033.6550
dispute, 33, 124,
withdrawal, 31, 954, 4557.5772
deposit, 39, 955, 4004.3241
deposit, 39, 956, 4025.4279
deposit, 46, 957, 3213.7016
withdrawal, 25, 958, 4257.9309
withdrawal, 14, 959, 2333.4901
deposit, 40, 960, 1985.7628
deposit, 33, 961, 4997.1469
withdrawal, 24, 962, 2807.2856
deposit, 19, 963, 1492.3797
deposit, 5, 964, 1681.4183
deposit, 21, 965, 4307.4580
withdrawal, 46, 966, 4760.9390
dispute, 13, 127,
deposit, 39, 967, 2020.4922
withdrawal, 9, 968, 3606.4160
deposit, 19, 969, 1297.1314
withdrawal, 25, 970, 3683.6605
deposit, 37, 971, 4080.0735
withdrawal, 46, 972, 1111.8160
withdrawal, 31, 973, 4532.6325
deposit, 33, 974, 1500.9742
deposit, 43, 975, 4382.4739
withdrawal, 7, 976, 2353.9044
dispute, 47, 123,
withdrawal, 44, 977, 4497.9558
withdrawal, 15, 978, 1776.4170
resolve, 20, 460,
withdrawal, 17, 979, 2927.8535
dispute, 8, 209,
withdrawal, 31, 980, 4447.1303
deposit, 44, 981, 1908.3462
deposit, 4, 982, 4354.2457
deposit, 13, 983, 1713.3495
dispute, 30, 166,
deposit, 50, 984, 404.0574
deposit, 12, 985, 1567.0704
dispute, 29, 349,
withdrawal, 37, 986, 3822.4187
deposit, 49, 987, 3898.7623
deposit, 28, 988, 3167.4377
deposit, 31, 989, 1916.5822
resolve, 13, 393,
deposit, 49, 990, 4166.1433
withdrawal, 44, 991, 20.6193
deposit, 15, 992, 3467.6238
withdrawal, 9, 993, 513.5412
dispute, 20, 302,
withdrawal, 19, 994, 2279.6316
resolve, 34, 367,
withdrawal, 22, 995, 4980.6946
resolve, 49, 252,
withdrawal, 2, 996, 1142.0915
deposit, 9, 997, 1055.9512
deposit, 33, 998, 844.9238
deposit, 42, 999, 3960.6358
withdrawal, 41, 1000, 1278.9459
deposit, 4, 1001, 2969.6204
deposit, 7, 1002, 3267.8381
deposit, 45, 1003, 578.9492
withdrawal, 8, 1004, 2736.4120
withdrawal, 10, 1005, 1027.4747
withdrawal, 1, 1006, 1505.5823
withdrawal, 43, 1007, 2601.5462
dispute, 45, 363,
deposit, 33, 1008, 3593.8312
withdrawal, 8, 1009, 3923.8004
deposit, 39, 1010, 998.7470
deposit, 34, 1011, 4865.5986
deposit, 27, 1012, 1476.7561
withdrawal, 32, 1013, 4551.7831
deposit, 31, 1014, 1653.0181
deposit, 43, 1015, 445.0143
deposit, 37, 1016, 3345.1097
deposit, 6, 1017, 3897.6311
deposit, 47, 1018, 506.4525
deposit, 15, 1019, 2283.7562
deposit, 17, 1020, 2321.3868
dispute, 12, 285,
withdrawal, 44, 1021, 1563.5356
resolve, 7, 181,
deposit, 9, 1022, 3316.7752
resolve, 23, 334,
dispute, 47, 600,
chargeback, 8, 209,
withdrawal, 25, 1023, 3449.5122
dispute, 27, 257,
deposit, 9, 1024, 3480.8494
resolve, 11, 256,
deposit, 37, 1025, 3391.9657
withdrawal, 25, 1026, 3895.8215
withdrawal, 44, 1027, 4399.7512
withdrawal, 9, 1028, 2415.3983
deposit, 27, 1029, 2203.4395
withdrawal, 42, 1030, 1571.1898
withdrawal, 44, 1031, 2624.0896
deposit, 47, 1032, 2825.0612
withdrawal, 43, 1033, 4365.7178
deposit, 45, 1034, 3502.9010
withdrawal, 43, 1035, 3633.2599
deposit, 43, 1036, 3381.4779
withdrawal, 36, 1037, 4460.3094
deposit, 1, 1038, 3216.9936
dispute, 31, 359,
deposit, 49, 1039, 2458.2399
deposit, 18, 1040, 251.7537
dispute, 42, 146,
withdrawal, 30, 1041, 2220.9444
deposit, 6, 1042, 4282.9461
withdrawal, 8, 1043, 4903.3537
deposit, 2, 1044, 513.2167
dispute, 36, 624,
withdrawal, 33, 1045, 2811.6629
deposit, 30, 1046, 4751.7757
dispute, 4, 611,
withdrawal, 36, 1047, 3837.0820
withdrawal, 46, 1048, 3285.8361
withdrawal, 8, 1049, 487.1852
dispute, 1, 893,
deposit, 19, 1050, 2738.4530
deposit, 7, 1051, 228.8906
withdrawal, 9, 1052, 4109.1933
withdrawal, 27, 1053, 534.8076
dispute, 13, 430,
deposit, 30, 1054, 4122.7707
deposit, 22, 1055, 538.8288
withdrawal, 41, 1056, 4187.3312
withdrawal, 50, 1057, 4458.7718
deposit, 38, 1058, 4780.9516
withdrawal, 32, 1059, 21.6882
dispute, 36, 917,
resolve, 33, 124,
deposit, 47, 1060, 4076.2208
resolve, 43, 485,
resolve, 27, 257,
deposit, 18, 1061, 1989.3500
deposit, 19, 1062, 2264.2286
deposit, 27, 1063, 3012.6223
withdrawal, 33, 1064, 1494.5657
resolve, 21, 278,
withdrawal, 13, 1065, 1048.5636
withdrawal, 44, 1066, 1726.4680
resolve, 46, 591,
deposit, 46, 1067, 577.0263
resolve, 31, 359,
dispute, 44, 296,
withdrawal, 28, 1068, 4041.5239
deposit, 2, 1069, 1904.3516
dispute, 4, 231,
deposit, 19, 1070, 3416.9517
deposit, 4, 1071, 3452.9743
deposit, 49, 1072, 2705.8605
dispute, 29, 938,
withdrawal, 15, 1073, 3712.0637
dispute, 16, 614,
resolve, 45, 363,
deposit, 27, 1074, 4783.5099
deposit, 21, 1075, 4829.1661
withdrawal, 48, 1076, 1256.7057
deposit, 50, 1077, 4302.2237
withdrawal, 15, 1078, 4557.4319
withdrawal, 42, 1079, 1838.7057
dispute, 48, 337,
deposit, 19, 1080, 2244.0747
deposit, 5, 1081, 934.8830
deposit, 33, 1082, 596.7691
deposit, 18, 1083, 2782.9931
deposit, 38, 1084, 4230.0710
deposit, 30, 1085, 3548.4465
withdrawal, 10, 1086, 4643.1412
withdrawal, 50, 1087, 4661.9093
dispute, 43, 615,
deposit, 5, 1088, 3920.1573
withdrawal, 15, 1089, 4784.9386
withdrawal, 33, 1090, 796.8525
deposit, 26, 1091, 459.7279
deposit, 14, 1092, 3316.6724
dispute, 19, 1050,
dispute, 31, 919,
deposit, 1, 1093, 573.6098
withdrawal, 16, 1094, 4522.4823
deposit, 40, 1095, 1219.1359
dispute, 21, 247,
withdrawal, 25, 1096, 1282.9529
dispute, 2, 807,
deposit, 33, 1097, 4014.0837
withdrawal, 3, 1098, 1482.1699
resolve, 21, 247,
deposit, 50, 1099, 2689.8742
withdrawal, 5, 1100, 1053.9075
deposit, 14, 1101, 4324.7543
dispute, 7, 847,
deposit, 42, 1102, 4083.7718
withdrawal, 44, 1103, 768.7730
deposit, 22, 1104, 189.4317
withdrawal, 12, 1105, 3971.0740
resolve, 37, 708,
deposit, 25, 1106, 2255.6284
withdrawal, 21, 1107, 84.4549
withdrawal, 35, 1108, 29.4947
withdrawal, 5, 1109, 3779.8030
deposit, 45, 1110, 4241.2562
dispute, 33, 795,
dispute, 39, 687,
withdrawal, 25, 1111, 1975.5664
deposit, 31, 1112, 781.6175
dispute, 48, 826,
deposit, 19, 1113, 4800.6713
deposit, 44, 1114, 4434.8906
resolve, 47, 123,
deposit, 36, 1115, 4373.8347
withdrawal, 3, 1116, 25.1493
deposit, 35, 1117, 2737.6273
resolve, 14, 509,
withdrawal, 14, 1118, 2063.2725
deposit, 33, 1119, 712.2757
deposit, 40, 1120, 4173.7419
withdrawal, 12, 1121, 3354.8896
resolve, 4, 611,
deposit, 42, 1122, 2748.3231
deposit, 5, 1123, 1253.4381
deposit, 38, 1124, 2435.9521
deposit, 9, 1125, 3356.4779
resolve, 19, 304,
withdrawal, 32, 1126, 2253.2299
deposit, 20, 1127, 3467.2907
deposit, 37, 1128, 1822.4672
deposit, 28, 1129, 843.1976
withdrawal, 15, 1130, 3560.9957
deposit, 18, 1131, 4200.5503
withdrawal, 47, 1132, 1657.8148
deposit, 29, 1133, 1793.7081
withdrawal, 36, 1134, 544.1633
dispute, 6, 370,
withdrawal, 35, 1135, 982.1597
deposit, 41, 1136, 382.3120
withdrawal, 2, 1137, 4247.9364
dispute, 38, 291,
withdrawal, 3, 1138, 2757.9700
dispute, 35, 589,
dispute, 26, 1091,
withdrawal, 19, 1139, 669.4064
withdrawal, 6, 1140, 1983.9258
deposit, 43, 1141, 1194.4041
dispute, 40, 314,
withdrawal, 29, 1142, 796.1122
deposit, 37, 1143, 3297.0666
resolve, 48, 337,
deposit, 15, 1144, 3807.3619
deposit, 17, 1145, 1847.1760
dispute, 14, 779,
resolve, 31, 193,
withdrawal, 42, 1146, 1620.3556
deposit, 34, 1147, 3167.8349
withdrawal, 48, 1148, 1316.5804
deposit, 12, 1149, 1883.2979
dispute, 38, 1058,
resolve, 17, 198,
deposit, 23, 1150, 4086.1838
deposit, 31, 1151, 4435.8597
deposit, 9, 1152, 2199.4936
deposit, 33, 1153, 3217.3850
withdrawal, 12, 1154, 786.7868
deposit, 8, 1155, 3305.5482
withdrawal, 22, 1156, 3601.2783
withdrawal, 31, 1157, 2395.1059
deposit, 42, 1158, 4166.8250
withdrawal, 3, 1159, 639.4257
deposit, 9, 1160, 3147.7022
deposit, 37, 1161, 734.3256
deposit, 12, 1162, 2583.2035
dispute, 37, 539,
withdrawal, 6, 1163, 1082.9672
deposit, 31, 1164, 4336.5120
dispute, 27, 316,
deposit, 40, 1165, 3298.2438
resolve, 47, 627,
deposit, 38, 1166, 344.2146
deposit, 9, 1167, 542.8507
dispute, 33, 273,
withdrawal, 12, 1168, 2379.3460
withdrawal, 3, 1169, 4388.7632
withdrawal, 49, 1170, 587.5821
withdrawal, 9, 1171, 4509.9238
dispute, 1, 804,
deposit, 28, 1172, 2610.2212
deposit, 3, 1173, 3488.2141
deposit, 31, 1174, 3947.7779
resolve, 38, 291,
withdrawal, 28, 1175, 669.4156
deposit, 15, 1176, 4550.4268
deposit, 39, 1177, 4383.8316
withdrawal, 13, 1178, 27.3474
deposit, 1, 1179, 2889.9358
deposit, 1, 1180, 1875.1495
deposit, 21, 1181, 2044.2254
deposit, 28, 1182, 3257.8797
deposit, 35, 1183, 2117.8078
deposit, 18, 1184, 4958.9934
dispute, 14, 1092,
withdrawal, 12, 1185, 1851.0649
withdrawal, 17, 1186, 4942.5413
withdrawal, 50, 1187, 3527.4731
deposit, 43, 1188, 595.4289
deposit, 45, 1189, 4746.2259
deposit, 33, 1190, 2002.8046
withdrawal, 36, 1191, 3070.1269
deposit, 4, 1192, 803.6901
dispute, 1, 706,
deposit, 39, 1193, 2176.8872
withdrawal, 15, 1194, 1854.1757
deposit, 47, 1195, 1921.6301
deposit, 40, 1196, 3280.8762
dispute, 39, 373,
deposit, 41, 1197, 2471.8419
withdrawal, 43, 1198, 4653.7923
withdrawal, 13, 1199, 168.0469
withdrawal, 34, 1200, 3492.2487
deposit, 44, 1201, 180.3058
deposit, 1, 1202, 4878.2295
deposit, 18, 1203, 3898.3644
deposit, 26, 1204, 2027.2549
deposit, 1, 1205, 3684.6277
withdrawal, 6, 1206, 2747.9633
deposit, 36, 1207, 4575.0449
chargeback, 18, 165,
deposit, 26, 1208, 2874.5337
withdrawal, 27, 1209, 2531.1905
resolve, 33, 795,
withdrawal, 35, 1210, 4065.7368
deposit, 45, 1211, 2213.8433
dispute, 31, 1112,
withdrawal, 44, 1212, 2303.6023
deposit, 2, 1213, 2409.8509
deposit, 25, 1214, 3168.3090
dispute, 44, 981,
deposit, 23, 1215, 2582.5211
deposit, 17, 1216, 1241.2881
deposit, 44, 1217, 3743.9407
withdrawal, 36, 1218, 4656.9812
withdrawal, 23, 1219, 1092.8307
withdrawal, 12, 1220, 4735.5906
deposit, 13, 1221, 2494.9968
deposit, 48, 1222, 1210.2827
deposit, 15, 1223, 1013.8329
dispute, 40, 134,
withdrawal, 6, 1224, 3379.0607
dispute, 40, 112,
deposit, 31, 1225, 1855.9827
withdrawal, 37, 1226, 4343.8442
deposit, 49, 1227, 4580.0342
deposit, 15, 1228, 3750.8470
withdrawal, 34, 1229, 3996.3496
deposit, 35, 1230, 162.8133
withdrawal, 44, 1231, 3879.5198
withdrawal, 8, 1232, 3491.2229
withdrawal, 45, 1233, 42.0931
deposit, 25, 1234, 2905.0411
deposit, 40, 1235, 4309.2101
withdrawal, 17, 1236, 1185.6958
deposit, 40, 1237, 1715.4824
withdrawal, 28, 1238, 1052.6625
deposit, 24, 1239, 1825.3900
deposit, 29, 1240, 899.4462
dispute, 37, 397,
dispute, 16, 324,
withdrawal, 10, 1241, 4000.1873
deposit, 31, 1242, 4028.3418
resolve, 32, 483,
deposit, 34, 1243, 2669.9130
withdrawal, 32, 1244, 1500.1710
deposit, 37, 1245, 238.5466
dispute, 11, 642,
withdrawal, 41, 1246, 481.5095
withdrawal, 17, 1247, 1804.8102
deposit, 17, 1248, 1720.7014
deposit, 23, 1249, 4336.8429
withdrawal, 13, 1250, 2884.2688
dispute, 35, 606,
withdrawal, 21, 1251, 3365.9642
deposit, 48, 1252, 2234.6506
withdrawal, 40, 1253, 1432.6180
withdrawal, 10, 1254, 4341.2883
withdrawal, 22, 1255, 2109.0825
deposit, 26, 1256, 4244.5039
deposit, 11, 1257, 1718.1275
deposit, 42, 1258, 1456.7818
resolve, 42, 408,
deposit, 48, 1259, 2934.5989
dispute, 27, 322,
deposit, 47, 1260, 1173.1360
deposit, 48, 1261, 3503.4847
deposit, 11, 1262, 1985.2280
deposit, 31, 1263, 2742.1688
deposit, 26, 1264, 2619.9140
deposit, 7, 1265, 1312.2614
deposit, 42, 1266, 4657.9479
deposit, 15, 1267, 1236.9827
withdrawal, 41, 1268, 632.0586
withdrawal, 11, 1269, 142.8566
withdrawal, 21, 1270, 4321.2057
withdrawal, 35, 1271, 4674.2879
withdrawal, 9, 1272, 4847.7113
withdrawal, 12, 1273, 2954.1547
withdrawal, 48, 1274, 3179.2557
withdrawal, 34, 1275, 3198.9326
deposit, 23, 1276, 2408.2585
deposit, 6, 1277, 2209.3016
deposit, 17, 1278, 778.5878
dispute, 34, 827,
deposit, 19, 1279, 2345.9898
withdrawal, 32, 1280, 4734.7876
dispute, 1, 723,
deposit, 1, 1281, 2741.0610
deposit, 36, 1282, 2185.5319
deposit, 46, 1283, 3685.5893
deposit, 25, 1284, 1102.9622
dispute, 41, 1197,
deposit, 45, 1285, 3423.2015
deposit, 48, 1286, 2659.7214
deposit, 13, 1287, 4267.4101
withdrawal, 19, 1288, 551.7818
withdrawal, 29, 1289, 1360.6707
deposit, 13, 1290, 1603.2187
deposit, 35, 1291, 110.6545
withdrawal, 19, 1292, 1345.9757
deposit, 47, 1293, 41.0205
deposit, 1, 1294, 2467.8978
withdrawal, 20, 1295, 3928.6267
dispute, 24, 439,
resolve, 6, 370,
deposit, 18, 1296, 3878.2646
resolve, 31, 427,
deposit, 25, 1297, 4141.2603
deposit, 50, 1298, 3573.4126
deposit, 29, 1299, 1235.8110
dispute, 13, 1287,
withdrawal, 43, 1300, 4910.5793
resolve, 44, 296,
withdrawal, 41, 1301, 3641.1854
deposit, 36, 1302, 2604.6313
deposit, 41, 1303, 1494.0655
deposit, 4, 1304, 4318.2883
deposit, 8, 1305, 1179.8293
deposit, 1, 1306, 836.8019
deposit, 8, 1307, 1979.0416
withdrawal, 3, 1308, 2905.3852
deposit, 45, 1309, 2981.0615
withdrawal, 6, 1310, 1243.6114
resolve, 44, 981,
deposit, 4, 1311, 1777.5884
deposit, 35, 1312, 3957.3312
withdrawal, 15, 1313, 1583.6979
dispute, 42, 999,
withdrawal, 47, 1314, 964.8266
deposit, 23, 1315, 3621.9958
deposit, 3, 1316, 2426.5107
withdrawal, 19, 1317, 2713.6704
deposit, 37, 1318, 933.1337
dispute, 47, 1060,
withdrawal, 36, 1319, 801.7171
deposit, 29, 1320, 1478.3634
dispute, 24, 789,
resolve, 25, 133,
deposit, 50, 1321, 3100.9866
withdrawal, 5, 1322, 3291.4471
withdrawal, 25, 1323, 949.3473
withdrawal, 50, 1324, 2757.3391
deposit, 21, 1325, 2049.0227
deposit, 7, 1326, 2616.0027
deposit, 9, 1327, 893.1941
deposit, 7, 1328, 2426.8515
deposit, 37, 1329, 3208.7584
withdrawal, 32, 1330, 2629.1069
deposit, 17, 1331, 245.4282
resolve, 46, 74,
resolve, 42, 146,
deposit, 30, 1332, 4005.0998
resolve, 36, 206,
withdrawal, 46, 1333, 291.5002
deposit, 34, 1334, 203.2659
deposit, 20, 1335, 389.6770
withdrawal, 34, 1336, 485.5963
deposit, 35, 1337, 1926.6555
withdrawal, 43, 1338, 1243.8152
withdrawal, 12, 1339, 2792.1174
withdrawal, 48, 1340, 527.5710
withdrawal, 23, 1341, 3372.4629
deposit, 28, 1342, 4414.1201
withdrawal, 12, 1343, 2749.8274
deposit, 43, 1344, 790.8824
resolve, 29, 349,
deposit, 21, 1345, 4224.2701
withdrawal, 41, 1346, 2152.9404
withdrawal, 39, 1347, 1203.6129
deposit, 25, 1348, 3828.5411
withdrawal, 17, 1349, 1800.0428
deposit, 26, 1350, 0.9782
withdrawal, 19, 1351, 2978.8142
deposit, 20, 1352, 32.8442
deposit, 14, 1353, 4278.6021
resolve, 45, 294,
deposit, 7, 1354, 188.6816
resolve, 9, 96,
deposit, 15, 1355, 1281.2193
resolve, 37, 161,
withdrawal, 47, 1356, 1623.4603
withdrawal, 32, 1357, 4128.5262
deposit, 37, 1358, 4097.5763
withdrawal, 42, 1359, 1501.9663
dispute, 37, 811,
deposit, 23, 1360, 4398.9625
deposit, 8, 1361, 4348.9326
resolve, 42, 999,
deposit, 4, 1362, 1523.9170
deposit, 35, 1363, 2824.5645
deposit, 45, 1364, 1103.9860
deposit, 47, 1365, 4986.8365
